Company Name,Job Title,YearsExperience,Location,Salary
NetApp,Data Scientist,3,Bangalore,2875549
Exposys Data Labs,Data Scientist,3,Bangalore,36120
Spoonshot,Data Scientist,3,Bangalore,1615535
InMobi,Data Scientist,3,Bangalore,1700000
Swiss Re,Data Scientist,3,Bangalore,1352802
TheMathCompany,Data Scientist,3,Bangalore,600000
Shell,Data Scientist,3,Bangalore,2148775
Flip Robo,Data Scientist,3,Bangalore,25581
HCL,Data Scientist,3,Bangalore,347924
upGrad,Data Scientist,3,Bangalore,1284643
Legato Health Technologies,Data Scientist,3,Bangalore,1200000
Terra Economics and Analytics Lab,Data Scientist,3,Bangalore,720000
HDFC Bank,Data Scientist,3,Bangalore,1105385
Halodoc,Data Scientist,3,Bangalore,1879205
Analytical Wizards,Data Scientist,3,Bangalore,600000
PayPal,Data Scientist,3,Bangalore,273000
GE,Data Scientist,3,Bangalore,1007628
Manthan,Data Scientist,3,Bangalore,1254416
Visa Inc.,Data Scientist,3,Bangalore,324000
Tech Mahindra,Data Scientist,3,Bangalore,1500000
Data Semantics,Data Scientist,3,Bangalore,362209
GE Aviation,Data Scientist,3,Bangalore,1349689
Landmark Group,Data Scientist,3,Bangalore,1605804
Neustar,Data Scientist,3,Bangalore,1923665
Axis Bank,Data Scientist,3,Bangalore,1171687
Comviva,Data Scientist,3,Bangalore,900000
iQuanti,Data Scientist,3,Bangalore,2046452
Mercedes-Benz International,Data Scientist,2,Bangalore,93234
Zoom Video Communications,Data Scientist,2,Bangalore,2839076
Money View,Data Scientist,2,Bangalore,1438576
nference,Data Scientist,2,Bangalore,1930235
KrazyBee,Data Scientist,2,Bangalore,1149607
Applied Materials,Data Scientist,2,Bangalore,1407768
Mavenir,Data Scientist,2,Bangalore,961306
Molecular Connections,Data Scientist,2,Bangalore,43047
Yodlee,Data Scientist,2,Bangalore,2315641
NovelSynth Soft Solutions,Data Scientist,2,Bangalore,20465
Locus,Data Scientist,2,Bangalore,2472920
IVYTEL Technologies,Data Scientist,2,Bangalore,496798
Sumyag,Data Scientist,2,Bangalore,64222
Wabtec,Data Scientist,2,Bangalore,2420967
VMware,Data Scientist,2,Bangalore,2079353
Wipro Digital,Data Scientist,2,Bangalore,1207396
Zycus,Data Scientist,2,Bangalore,75372
Tyson Foods,Data Scientist,2,Bangalore,1825549
OceanFrogs,Data Scientist,2,Bangalore,37004
Lenovo,Data Scientist,2,Bangalore,1917242
Tata,Data Scientist,2,Bangalore,1612292
Simplilearn Solutions,Data Scientist,2,Bangalore,1587
Dun & Bradstreet,Data Scientist,2,Bangalore,15169
AlmaBetter,Data Scientist,2,Bangalore,729193
CreditNirvana,Data Scientist,2,Bangalore,1245989
DONE by NONE,Data Scientist,2,Bangalore,750734
Accentue,Data Scientist,2,Bangalore,1319401
SymphonyAI,Data Scientist,2,Bangalore,964
First Student,Data Scientist,2,Bangalore,41750
Datamatics Global Services,Data Scientist,2,Bangalore,1223165
Razorpay,Data Scientist,2,Bangalore,1423985
NTT Ltd.,Data Scientist,2,Bangalore,134323
mfine,Data Scientist,2,Bangalore,2050962
Marlabs,Data Scientist,2,Bangalore,1304028
Optum Global Solutions,Data Scientist,2,Bangalore,1213107
Reckonsys,Data Scientist,2,Bangalore,111147
Apisero,Data Scientist,2,Bangalore,950000
Aruba Networks,Data Scientist,2,Bangalore,1518492
Intellicar,Data Scientist,2,Bangalore,1327250
ORMAE,Data Scientist,2,Bangalore,16862
CROPIN TECHNOLOGY SOLUTIONS,Data Scientist,2,Bangalore,18830
Belong,Data Scientist,2,Bangalore,1433532
Mobile Premier League,Data Scientist,2,Bangalore,2404581
Smiths Detection,Data Scientist,2,Bangalore,1560483
Shubh Loans,Data Scientist,2,Bangalore,996878
TCS,Data Scientist,2,Bangalore,294363
Fresher,Data Scientist,2,Bangalore,703427
Aditya Birla Group,Data Scientist,2,Bangalore,1635202
Morgan Stanley,Data Scientist,2,Bangalore,1299238
Publicis Sapient,Data Scientist,2,Bangalore,33050
DataVal Analytics,Data Scientist,2,Bangalore,57921
Thomson Reuters,Data Scientist,2,Bangalore,1532945
Numerify,Data Scientist,2,Bangalore,2530666
Kabbage,Data Scientist,2,Bangalore,2065471
Loyalytics Consulting,Data Scientist,2,Bangalore,712128
Monsanto Company,Data Scientist,2,Bangalore,1975970
FOKAL,Data Scientist,2,Bangalore,1085362
Sutherland,Data Scientist,2,Bangalore,1064862
Hypersonix (CA),Data Scientist,2,Bangalore,3146934
Boeing,Data Scientist,2,Bangalore,2266312
Utopus Insights,Data Scientist,2,Bangalore,1163045
Apple,Data Scientist,2,Bangalore,857370
GetupForChange Services,Data Scientist,2,Bangalore,56808
MIQ Logistics,Data Scientist,2,Bangalore,601398
Zendrive,Data Scientist,2,Bangalore,1574844
Honeywell,Data Scientist,2,Bangalore,70114
Paytm,Data Scientist,2,Bangalore,549688
Unilever,Data Scientist,2,Bangalore,1705561
Conduent,Data Scientist,2,Bangalore,846242
3K Technologies,Data Scientist,2,Bangalore,798116
DONE by NONE,Data Scientist,2,Bangalore,15033
Netenrich Inc.,Data Scientist,2,Bangalore,1164765
Majorel,Data Scientist,2,Bangalore,112271
Polynomial.Ai,Data Scientist,2,Bangalore,500036
HARMAN,Data Scientist,2,Bangalore,638755
Mbb Labs,Data Scientist,2,Bangalore,100392
Analytics Vidhya,Data Scientist,2,Bangalore,12721
KPMG,Data Scientist,2,Bangalore,874565
Inference Labs,Data Scientist,2,Bangalore,53107
Cartesian Consulting,Data Scientist,2,Bangalore,954426
ZedEye Labs,Data Scientist,2,Bangalore,77818
McAfee,Data Scientist,2,Bangalore,1181838
Zinnov Management Consulting,Data Scientist,2,Bangalore,1068503
Microsoft,Data Scientist,2,Bangalore,83857
Simpl,Data Scientist,2,Bangalore,1962841
Unisys,Data Scientist,2,Bangalore,1104704
Shaw Academy,Data Scientist,2,Bangalore,1433708
Rakuten,Data Scientist,2,Bangalore,1929554
Blue Yonder,Data Scientist,2,Bangalore,2184214
SalesKen,Data Scientist,2,Bangalore,1039792
Danske IT and Support Services,Data Scientist,2,Bangalore,831774
Samsung Electronics,Data Scientist,2,Bangalore,2197572
Sonata Software,Data Scientist,2,Bangalore,627332
Merck KGaA,Data Scientist,2,Bangalore,827767
GE,Data Scientist,2,Bangalore,835
InViz AI Solutions,Data Scientist,2,Bangalore,776836
Sumyag,Data Scientist,2,Bangalore,29520
Samsung R&D Institute India - Bangalore,Data Scientist,2,Bangalore,1975545
Quess,Data Scientist,2,Bangalore,781491
QuEST Global,Data Scientist,2,Bangalore,1408375
Ong & Shan,Data Scientist,2,Bangalore,183
PayU,Data Scientist,2,Bangalore,2018938
Encora,Data Scientist,2,Bangalore,1256429
Tata Consultancy Services,Data Scientist,2,Bangalore,118986
Accenture,Data Scientist,2,Bangalore,59606
Walmart eCommerce,Data Scientist,2,Bangalore,243613
Nivetti Systems,Data Scientist,2,Bangalore,747000
Prescience,Data Scientist,2,Bangalore,1437318
Thoughtworks,Data Scientist,2,Bangalore,865467
Prognos Health,Data Scientist,2,Bangalore,132347
TECH I.S,Data Scientist,2,Bangalore,66161
Virtusa,Data Scientist,2,Bangalore,481741
Zeta Suite,Data Scientist,2,Bangalore,1277486
Halliburton,Data Scientist,2,Bangalore,820544
Apar Technologies,Data Scientist,2,Bangalore,1624875
DataMites,Data Scientist,2,Bangalore,529123
Cerner,Data Scientist,2,Bangalore,1392815
Juniper Networks,Data Scientist,2,Bangalore,2561949
Idexcel,Data Scientist,2,Bangalore,709784
L&T Technology Services,Data Scientist,2,Bangalore,555530
Tiger Analytics,Data Scientist,2,Bangalore,631299
Capital One,Data Scientist,2,Bangalore,1588612
Zeotap,Data Scientist,2,Bangalore,75190
Bright Money,Data Scientist,2,Bangalore,2739727
Hakkasan Group,Data Scientist,1,Bangalore,589007
Thoucentric,Data Scientist,1,Bangalore,40000
SelfEmployed.com,Data Scientist,1,Bangalore,50163
The Smart Cube,Data Scientist,1,Bangalore,1003261
Standard Chartered Global Business Services,Data Scientist,1,Bangalore,2682633
Ambee (India),Data Scientist,1,Bangalore,920903
Intuit,Data Scientist,1,Bangalore,3095345
Diageo,Data Scientist,1,Bangalore,1659175
Robosoft Technologies,Data Scientist,1,Bangalore,10705
Perpule,Data Scientist,1,Bangalore,1292428
WyzMindz,Data Scientist,1,Bangalore,421444
Tavant,Data Scientist,1,Bangalore,561186
Nabler Web Solutions,Data Scientist,1,Bangalore,811182
Mahindra,Data Scientist,1,Bangalore,1079751
noon,Data Scientist,1,Bangalore,608387
Biocon,Data Scientist,1,Bangalore,507740
Snipe Tech Pvt Ltd.,Data Scientist,1,Bangalore,33320
dAlchemy,Data Scientist,1,Bangalore,600000
Hewlett-Packard,Data Scientist,1,Bangalore,2204142
WayCool Foods & Products,Data Scientist,1,Bangalore,830984
Ithink Technologies,Data Scientist,1,Bangalore,313195
The Goddard School,Data Scientist,1,Bangalore,25000
Volvo Group,Data Scientist,1,Bangalore,1200000
Freshers.com,Data Scientist,1,Bangalore,46237
Exalca Technologies,Data Scientist,1,Bangalore,353277
Shenzyn,Data Scientist,1,Bangalore,588795
Happay,Data Scientist,1,Bangalore,458420
Panasonic,Data Scientist,1,Bangalore,1924646
Spottabl,Data Scientist,1,Bangalore,321161
NightLight Pediatric Urgent Care,Data Scientist,1,Bangalore,55000
Ankit R Jain & Associates,Data Scientist,1,Bangalore,600000
subodh singh,Data Scientist,1,Bangalore,1203913
Trinity Mobility,Data Scientist,1,Bangalore,636742
CronLabs Solutions,Data Scientist,1,Bangalore,370227
SOTI,Data Scientist,1,Bangalore,703427
CoRover,Data Scientist,1,Bangalore,1999227
iOPEX Technologies,Data Scientist,1,Bangalore,750000
Alfonso & Associates Consulting,Data Scientist,1,Bangalore,3530641
iQuanti,Data Scientist,1,Bangalore,30147
EdgeVerve Systems,Data Scientist,1,Bangalore,1148909
Cimpress,Data Scientist,1,Bangalore,502448
Affle,Data Scientist,1,Bangalore,933286
Qualcomm,Data Scientist,1,Bangalore,128464
Monty Telecom Development,Data Scientist,1,Bangalore,683496
Philips Lighting,Data Scientist,1,Bangalore,1023226
ABC,Data Scientist,1,Bangalore,2000000
Vervenest,Data Scientist,1,Bangalore,341109
Avail Finance,Data Scientist,1,Bangalore,20880
YDI Solutions,Data Scientist,1,Bangalore,366410
AIEnterprise,Data Scientist,1,Bangalore,712525
GE Power,Data Scientist,1,Bangalore,1269350
GLOBALFOUNDRIES,Data Scientist,1,Bangalore,75245
Applied Data Finance,Data Scientist,1,Bangalore,41305
Ramus Musik,Data Scientist,1,Bangalore,800000
Trendwise Analytics,Data Scientist,1,Bangalore,481017
Anonymous,Data Scientist,1,Bangalore,1070536
DocOn Technologies,Data Scientist,1,Bangalore,2141072
HackerEarth,Data Scientist,1,Bangalore,140685
Quadrant 4 Systems,Data Scientist,1,Bangalore,1026478
MARS WEB Solution,Data Scientist,1,Bangalore,1031782
Verizon,Data Scientist,1,Bangalore,1004895
LivNSense,Data Scientist,1,Bangalore,410994
Inflexion Analytics,Data Scientist,1,Bangalore,601957
Arcadix,Data Scientist,1,Bangalore,634675
Algebra Software Analytics,Data Scientist,1,Bangalore,1078947
Vedantu,Data Scientist,1,Bangalore,700000
Automation Anywhere,Data Scientist,1,Bangalore,3200000
yellow.ai,Data Scientist,1,Bangalore,410994
IBM Interactive Experience,Data Scientist,1,Bangalore,803916
TEKsystems,Data Scientist,1,Bangalore,1134960
Acalvio,Data Scientist,1,Bangalore,2442736
Nucleus Software Exports,Data Scientist,1,Bangalore,306968
Genesis Group Software Developers,Data Scientist,1,Bangalore,207746
PokerStars,Data Scientist,1,Bangalore,208801
XYZ,Data Scientist,1,Bangalore,2676340
The Self Employed Association,Data Scientist,1,Bangalore,342781
AJIO,Data Scientist,1,Bangalore,15000
---,Data Scientist,1,Bangalore,10000
Bounce,Data Scientist,1,Bangalore,1855822
Goldman Sachs,Data Scientist,1,Bangalore,122137
Algo8.ai,Data Scientist,1,Bangalore,146564
Saisree Engineers,Data Scientist,1,Bangalore,450000
Xenon Automotive,Data Scientist,1,Bangalore,35424
Wipro,Data Scientist,1,Bangalore,25662
ALTEN,Data Scientist,1,Bangalore,1461604
Diverse Lynx,Data Scientist,1,Bangalore,1102652
Hyperthink Systems,Data Scientist,1,Bangalore,1003261
TBM Technologies Pvt,Data Scientist,1,Bangalore,502448
Red Hat,Data Scientist,1,Bangalore,990712
Adobe,Data Scientist,1,Bangalore,101398
Altimetrik,Data Scientist,1,Bangalore,45538
Informatica,Data Scientist,1,Bangalore,61861
Falabella,Data Scientist,1,Bangalore,1605217
Toastmasters International,Data Scientist,1,Bangalore,818581
KYC Hub,Data Scientist,1,Bangalore,202796
National Institute of Technology Karnataka,Data Scientist,1,Bangalore,514600
Texas Instruments,Data Scientist,1,Bangalore,1176880
Blackstraw,Data Scientist,1,Bangalore,1000000
G2,Data Scientist,1,Bangalore,1605804
EdGe Networks,Data Scientist,1,Bangalore,1832052
Ultramatics,Data Scientist,1,Bangalore,214107
MResult Services,Data Scientist,1,Bangalore,562370
Vumonic Technologies,Data Scientist,1,Bangalore,10936
Dexler Information Solutions,Data Scientist,1,Bangalore,1687111
SenSight Technologies,Data Scientist,1,Bangalore,14988
Fractal Systems,Data Scientist,1,Bangalore,2141072
Grofers,Data Scientist,1,Bangalore,1558095
Utopia,Data Scientist,1,Bangalore,1051532
Simple Lecture,Data Scientist,1,Bangalore,502448
Yes Bank,Data Scientist,1,Bangalore,51632
Yes Bank,Data Scientist,1,Bangalore,100490
TAG Solutions,Data Scientist,1,Bangalore,1462163
Tesla,Data Scientist,1,Bangalore,1574637
UnitedHealth Group,Data Scientist,1,Bangalore,27090
Bestintown Analytics,Data Scientist,1,Bangalore,23616
Salim Group,Data Scientist,1,Bangalore,22495
BRIDGEi2i,Data Scientist,1,Bangalore,1306364
Defence Research & Development Organisation,Data Scientist,1,Bangalore,39599
dataZen Engineering,Data Scientist,1,Bangalore,15348
UnitedHealthCare,Data Scientist,1,Bangalore,825425
SelotSoft,Data Scientist,1,Bangalore,1972136
T-Mobile,Data Scientist,1,Bangalore,1023226
ICICI Bank,Data Scientist,1,Bangalore,224948
CROPIN TECHNOLOGY SOLUTIONS,Data Scientist,1,Bangalore,58159
Stayzilla,Data Scientist,1,Bangalore,1465641
BITS Pilani,Data Scientist,1,Bangalore,5742016
Hashworks,Data Scientist,1,Bangalore,1343505
Noodle.ai,Data Scientist,1,Bangalore,26763
Citicorp Services India,Data Scientist,1,Bangalore,1083371
Persistent Networks,Data Scientist,1,Bangalore,12384
Atkins,Data Scientist,1,Bangalore,1600000
Techstar Consulting,Data Scientist,1,Bangalore,1031782
Nhai,Data Scientist,1,Bangalore,81858
The Data Team,Data Scientist,1,Bangalore,646214
Decision Minds,Data Scientist,1,Bangalore,1822656
SeedOlabs,Data Scientist,1,Bangalore,498832
Symphony Teleca,Data Scientist,1,Bangalore,852479
Artigiani,Data Scientist,1,Bangalore,716258
PSG College of Technology,Data Scientist,1,Bangalore,1238138
Opia Labs,Data Scientist,1,Bangalore,2106848
Midcoast Regional Redevelopment Authority,Data Scientist,1,Bangalore,619069
Datamatics Global Services,Data Scientist,1,Bangalore,337422
Customer Centria,Data Scientist,1,Bangalore,444272
Raju Tech,Data Scientist,1,Bangalore,600000
Adecco,Data Scientist,1,Bangalore,1349689
Rplus Analytics,Data Scientist,1,Bangalore,3808049
ExperienceFlow,Data Scientist,1,Bangalore,711000
Kubric,Data Scientist,1,Bangalore,1832052
Praktice Ai,Data Scientist,1,Bangalore,32508
BitLogic Software,Data Scientist,1,Bangalore,400000
Yottaasys,Data Scientist,1,Bangalore,1472145
Nxtra Data,Data Scientist,1,Bangalore,20098
Instamojo,Data Scientist,1,Bangalore,3808049
TheMathCompany,Data Scientist,1,Bangalore,1444788
IQLECT,Data Scientist,1,Bangalore,11107
The Teaching Company,Data Scientist,1,Bangalore,20280
qwerty12,Data Scientist,1,Bangalore,1220411
Institute of Engineering & Management,Data Scientist,1,Bangalore,1708322
National Centre for Biological Sciences,Data Scientist,1,Bangalore,425761
Vsoft,Data Scientist,1,Bangalore,464302
Symbiosis Institute of Computer Studies and Research,Data Scientist,1,Bangalore,500000
TheMathCompany,Data Scientist,1,Bangalore,578857
Alackrity Consols,Data Scientist,1,Bangalore,404424
Neudesic,Data Scientist,1,Bangalore,991803
Ravid & Associates,Data Scientist,1,Bangalore,900000
Flip Robo,Data Scientist,1,Bangalore,20465
DONE by NONE,Data Scientist,1,Bangalore,51589
KPMG,Data Scientist,1,Bangalore,19246
SPS Commerce,Data Scientist,1,Bangalore,30000
Mad Street Den Systems,Data Scientist,1,Bangalore,672260
CENTURYLINK,Data Scientist,1,Bangalore,1399929
Educational Initiatives,Data Scientist,1,Bangalore,1307815
RS Software,Data Scientist,1,Bangalore,621103
Happiest Minds Technologies,Data Scientist,1,Bangalore,782543
Hdfc,Data Scientist,1,Bangalore,41479
HDFC Standard Life,Data Scientist,1,Bangalore,829587
Fresher,Data Scientist,1,Bangalore,50000
AgEye Technologies,Data Scientist,1,Bangalore,518492
Ivanti,Data Scientist,1,Bangalore,1284643
Digital Trainee,Data Scientist,1,Bangalore,2034018
Datafoundry,Data Scientist,1,Bangalore,1158483
Enterprise Bot,Data Scientist,1,Bangalore,1306364
Navriti Technologies,Data Scientist,1,Bangalore,21813
ABCDEF,Data Scientist,1,Bangalore,455555
Artefact,Data Scientist,1,Bangalore,1031782
Toptal,Data Scientist,1,Bangalore,1500
Altisource,Data Scientist,1,Bangalore,1321256
XYX (UK),Data Scientist,1,Bangalore,800000
Atlassian,Data Scientist,1,Bangalore,2200000
SunEdison,Data Scientist,1,Bangalore,1637162
Fellowship.AI,Data Scientist,1,Bangalore,3115175
Sonasoft,Data Scientist,1,Bangalore,1348080
Manthan Studio,Data Scientist,1,Bangalore,1051532
INEOS,Data Scientist,1,Bangalore,400000
Trell,Data Scientist,1,Bangalore,160580
Equifax,Data Scientist,1,Bangalore,1031782
Fresherworld.com,Data Scientist,1,Bangalore,513743
Maybank,Data Scientist,1,Bangalore,1490281
[24]7.ai,Data Scientist,1,Bangalore,85643
Data Sutram,Data Scientist,1,Bangalore,588795
Tableau Software,Data Scientist,1,Bangalore,1070536
ABC Consultants,Data Scientist,1,Bangalore,4282144
Abbott,Data Scientist,1,Bangalore,1124740
Innoviti,Data Scientist,1,Bangalore,22495
QUILT.AI,Data Scientist,1,Bangalore,1381355
Firstsource Solutions,Data Scientist,1,Bangalore,1534839
dhiOmics Analytics Solutions,Data Scientist,1,Bangalore,328796
Genpact,Data Scientist,1,Bangalore,62219
Crediwatch,Data Scientist,1,Bangalore,100326
Inspirisys Solutions Limited,Data Scientist,1,Bangalore,519365
Maybank,Data Scientist,1,Bangalore,56606
Infosys,Data Scientist,1,Bangalore,200979
Saman Mohit,Data Scientist,1,Bangalore,51589
KibbCom,Data Scientist,1,Bangalore,35000
Proven Consult,Data Scientist,1,Bangalore,772648
Fragma Data Systems,Data Scientist,1,Bangalore,501630
Bounce,Data Scientist,1,Bangalore,32808
360DigiTMG,Data Scientist,1,Bangalore,359620
Litmus World,Data Scientist,1,Bangalore,1238390
GyanSys,Data Scientist,1,Bangalore,1825160
Goldman Sachs,Data Scientist,1,Bangalore,3500000
Boston Consulting Group,Data Scientist,1,Bangalore,872604
NaviRisk Consulting,Data Scientist,1,Bangalore,580150
GoodWorkLabs Services,Data Scientist,1,Bangalore,1124063
Tech Systems,Data Scientist,1,Bangalore,975232
LendingKart,Data Scientist,1,Bangalore,1150000
BioXcel Corporation,Data Scientist,1,Bangalore,727111
SellerApp,Data Scientist,1,Bangalore,511613
SAP,Data Scientist,1,Bangalore,1200000
K-Arogia Advisory Services,Data Scientist,1,Bangalore,26122
Group IMD,Data Scientist,1,Bangalore,1221368
AAP,Data Scientist,1,Bangalore,321161
Lumen,Data Scientist,1,Bangalore,2903556
Autodesk,Data Scientist,1,Bangalore,1868000
St. John’s Research Institute,Data Scientist,1,Bangalore,50000
Sravathi Advance Process Technologies,Data Scientist,1,Bangalore,30418
Shssns,Data Scientist,1,Bangalore,502448
CSS Corporation,Data Scientist,1,Bangalore,1709915
Pegasystems,Data Scientist,1,Bangalore,1198038
Flutura,Data Scientist,1,Bangalore,1103782
Tata Elxsi,Data Scientist,1,Bangalore,950636
Gainsight,Data Scientist,1,Bangalore,1300000
